order_id,delivery_method,done_delivery_datetime,done_delivery_location
987b3b56-e7f9-44a2-b6d3-287ce91b8fda,FaceToFace,2023-01-08 05:43:00,Drunken Moon Lake
260ad87d-4781-4942-bb35-f4e0bb4decd5,FaceToFace,2022-09-29 20:47:00,Xindian Baoqing 7-11
a58ebb03-f705-47db-af30-82f1dabb207f,FaceToFace,2022-10-23 13:43:00,Drunken Moon Lake
47585552-de3a-4e1d-94b4-40ea1d742487,FaceToFace,2023-12-17 00:59:00,Gongguan Metro Station Exit3
6272ae6e-3101-429e-8517-465f116b81e3,FaceToFace,2022-12-21 00:48:00,XiaoXiaoFu Food Service
36ddb444-b47f-4164-a162-330737a22b60,FaceToFace,2023-01-08 05:43:00,Xiaofu Food Service
c69d8bbd-989c-4208-94e7-3257f3cc0b32,Freight,2023-09-11 21:07:00,Main Library
9a2b40d5-985b-4f6e-8627-5adfd3cac319,FaceToFace,2023-12-11 08:34:00,Main Library
a9f27396-ba3b-460f-b3d1-9732c9fe1e46,FaceToFace,2023-02-12 05:16:00,Gongguan Metro Station Exit1
ff3fb95e-2d54-425c-a290-68448fab0fee,FaceToFace,2023-07-17 00:20:00,Gongguan Metro Station Exit2
9452d428-b77a-4759-8fb5-120f541111a3,FaceToFace,2022-05-02 05:43:00,Main Library
1f416b11-4ec6-4e7a-bb1e-1fdaacbdc3fc,FaceToFace,2023-05-10 13:40:00,Xiaofu Food Service
c72ea3f4-ba80-4c7f-acdf-f46cae130da2,FaceToFace,2022-06-17 14:12:00,Life Science Building
f6421d79-b81c-4b0a-b495-9f70b1c86b59,FaceToFace,2023-08-07 12:24:00,Drunken Moon Lake
c83fbcb2-233f-4fb1-8fd3-42fe12156fb6,Freight,2023-04-16 22:08:00,Taiwan Metro Station 7-11
59643432-200d-4c2e-ae41-b1ccacd14d6a,Freight,2023-09-24 09:02:00,Putong Lecture Building
08fc976c-d427-487c-ae79-477d10d53d73,Freight,2022-01-07 01:05:00,Xinsheng Lecture Building
f25d5ce2-2e55-4c4b-9817-6d997c7be150,Freight,2022-08-09 08:51:00,Xiaofu Food Service
b8c23ca9-00f7-4824-ba72-21c5d4725d10,Freight,2022-08-09 08:51:00,Sports Center
091f2573-d86b-4d33-8bfb-3402a3ca6fd7,FaceToFace,2022-07-08 05:15:00,Banqiao Station 7-11
d41f4387-fe47-438b-a50b-c170d37d593d,Freight,2022-12-10 06:15:00,Gongguan Metro Station Exit4
cee72963-c836-4ce3-837c-b044de56f89f,FaceToFace,2022-11-25 01:49:00,Xiaofu Food Service
1fe3f92f-9ae9-4b7d-b14f-18767e6a760e,FaceToFace,2023-09-12 07:20:00,Life Science Building
80b6634f-2d32-40ca-99a0-fe546a155b10,FaceToFace,2023-12-28 23:54:00,Xiaofu Food Service
e86ac0d0-ebca-48f0-b29f-737543abc213,FaceToFace,2023-09-02 18:01:00,Gongguan Metro Station Exit3
d59c1251-b573-412c-903d-98e05fede36d,FaceToFace,2023-04-16 22:08:00,Gongguan Metro Station Exit1
4e519008-a4c3-4df2-9378-381644b3eaa9,Freight,2023-04-29 13:15:00,Gongguan Metro Station Exit2
c0595dfe-03ba-4332-890a-c0a4a17ebd90,FaceToFace,2022-03-22 09:47:00,Xinsheng Lecture Building
098eee84-c830-4a64-8985-109e11760fa2,FaceToFace,2023-03-14 21:01:00,Drunken Moon Lake
3a6b2d95-5a5f-4bbd-b2f9-5e1f57113f1b,FaceToFace,2023-09-12 07:20:00,Drunken Moon Lake
701d769c-b777-46da-afb4-b5b942a24a3f,Freight,2023-02-17 14:45:00,Xiaofu Food Service
70c39b97-8c7e-4b4e-a0c2-a6b7019a439b,Freight,2022-08-09 08:51:00,Administration Building
5f3f260d-bee7-4f8e-be0d-cd539ae3c5a1,FaceToFace,2022-06-07 08:22:00,Xinsheng Lecture Building
fe3b939b-9699-4fd7-b64a-8a9c3b48957a,FaceToFace,2023-01-22 14:25:00,XiaoXiaoFu Food Service
0a988ac6-5c99-4192-8b6b-fb01127ed590,FaceToFace,2022-06-19 04:43:00,Gongguan Metro Station Exit3
7820e1ee-83ba-4f46-a617-203b5ce27a55,FaceToFace,2022-10-15 19:25:00,Gongtong Lecture Building
047a4065-264b-447f-94ce-9896b167d0ab,FaceToFace,2022-01-02 22:30:00,Gongguan Metro Station Exit3
3dbfeddc-f4c8-4228-9c74-41ae37a58040,FaceToFace,2023-03-14 21:01:00,Gongguan Metro Station Exit3
07431cbe-e5cd-4549-89e2-d92a09efc1cf,FaceToFace,2022-10-15 19:25:00,Life Science Building
7b3d5a34-4bdd-4d67-ae84-5bce0892a167,FaceToFace,2022-06-02 04:42:00,Gongguan Metro Station Exit3
5fca0b60-2ed7-454e-a5d5-3b2e86c803a6,FaceToFace,2023-07-08 06:17:00,Lu-Ming Square
601442fd-3132-4717-bc17-33f0846c8530,FaceToFace,2022-10-15 19:25:00,Sports field
c2ad36aa-45ea-47de-b50f-909dbf5cb334,FaceToFace,2022-10-23 13:43:00,Administration Building
c7efd991-cc0e-4e2e-b99a-0aaedde2e4ec,FaceToFace,2023-01-22 14:25:00,Gongguan Metro Station Exit2
df923915-0f7b-445f-83bc-413e381c1db3,FaceToFace,2023-07-02 06:50:00,Administration Building
45f11d57-1911-43da-b9dc-120a508bbe65,Freight,2022-07-05 16:35:00,Administration Building
d66352df-42ae-4c7b-a04e-3edf61756f4f,FaceToFace,2022-08-09 08:51:00,Sports Center
0e5b4270-f380-4376-b919-20fef86a23f9,FaceToFace,2022-10-29 20:11:00,Lu-Ming Square
a7497bc9-8e1b-4ded-9ce4-d8c0fb5db2e5,FaceToFace,2022-01-10 06:19:00,Sports field
8d690a22-c0ec-4a91-933d-2868c82c29a5,FaceToFace,2022-06-20 13:34:00,Gongguan Metro Station Exit1
f8a59480-b939-4fb8-8844-75a4b0bf7cd7,FaceToFace,2022-08-09 08:51:00,Sports Center
324f790d-b294-4899-af8b-c9841cacfd43,FaceToFace,2022-12-08 12:19:00,Life Science Building
8c1e7e6a-6731-4653-9c17-d86614616df0,Freight,2022-08-09 08:51:00,Sports field
d580d6da-cc2f-42ab-974a-713f726d9750,Freight,2022-07-12 09:21:00,Life Science Building
5f84e3bf-f3bd-4f61-b12b-29f89892e286,FaceToFace,2022-01-07 01:05:00,Gongtong Lecture Building
3938d58c-3e6a-477b-ac4a-d72a3b2a0b9a,FaceToFace,2022-03-19 20:02:00,Gongtong Lecture Building
a3db2426-649c-4309-b45b-e58863e48c6c,FaceToFace,2023-08-08 23:30:00,Gongtong Lecture Building
959a0107-a456-46f3-bc69-687a74fdbe01,FaceToFace,2022-06-02 04:42:00,Xiaofu Food Service
43cab3f4-78df-4421-a817-b63f79187a10,Freight,2023-07-08 06:17:00,Sports Center
da486c2c-7d7b-4fb0-b5ec-5071611ba378,Freight,2023-07-29 12:23:00,Sports Center
4bfecf09-c28f-4389-b988-c4dfda168c06,FaceToFace,2022-05-20 21:46:00,Xiaofu Food Service
95710df4-2b2a-46da-b0ab-a935cb86457f,Freight,2022-12-21 00:48:00,Tainan Station Family Mart
3de91840-93bb-472c-829e-8aff586f3d21,FaceToFace,2022-01-11 09:45:00,Drunken Moon Lake
cf30e461-a91d-4963-8b4b-1c60b56026b2,FaceToFace,2022-02-07 23:40:00,ChangXing 7-11
35c0b2ba-d1a2-425c-8a76-bcb2b7d3e8b2,FaceToFace,2023-04-15 14:26:00,Gongguan Metro Station Exit2
3524d8b1-dfc2-4e54-9ea8-81a6bb46a9dc,FaceToFace,2023-05-16 23:42:00,Main Library
59f50e92-9cf8-48c5-9eee-1006a5e5c013,Freight,2022-03-09 13:43:00,Xindian Baoqing 7-11
42d6affa-50bf-4f04-ac9b-eb993dfae685,FaceToFace,2022-09-27 20:57:00,Banqiao Station 7-11
65684279-15b0-47eb-9d82-3b73cbe75948,FaceToFace,2023-02-23 02:30:00,Life Science Building
de587458-4867-49ed-a71d-9b1b8e560483,FaceToFace,2022-03-19 20:02:00,Life Science Building
7b51c7bd-b571-4527-ab86-62c097d85184,FaceToFace,2023-02-12 05:16:00,Gongguan Metro Station Exit4
0838d8be-4b8e-44c5-8d39-da4839ac998a,Freight,2023-03-30 00:34:00,Banqiao Station 7-11
07067dcd-934c-4059-9b95-2cfa87a45ca6,FaceToFace,2022-07-12 09:21:00,Main Library
24fc34b5-7b78-4b01-b629-0c59ec29ba48,Freight,2022-12-05 13:31:00,Xiaofu Food Service
745b19ee-d0d6-4e77-883c-665b1b0a205a,Freight,2023-08-14 20:12:00,Sports Center
b1601a54-928d-4611-9492-b79edb6a0062,Freight,2023-01-22 14:25:00,Gongguan Metro Station Exit2
2e4d956e-c20f-48fe-b7ad-8ff286ed527b,FaceToFace,2023-07-29 12:23:00,Sports field
df695936-c545-468a-9554-4d2a06e140b7,FaceToFace,2022-11-25 01:49:00,Sports Center
c2710ac0-509f-400f-b170-09c56ec86edf,Freight,2023-12-09 20:43:00,Lu-Ming Square
b200ab9a-4574-485b-93e4-c67b794e5977,FaceToFace,2023-02-17 14:45:00,Mingchuan Elementary School
cd320eaa-c843-45ad-b490-16bf2a9878bb,FaceToFace,2022-03-19 12:54:00,Drunken Moon Lake
db6e17fe-18c1-4288-a71d-a5967239e9d2,Freight,2022-12-21 00:48:00,Main Library
d9ca2814-d01d-43c3-9aab-0abff073764a,FaceToFace,2022-06-02 04:42:00,Life Science Building
977194d7-ce4a-4c80-87e0-56052b744d13,FaceToFace,2023-12-09 20:43:00,Life Science Building
46b80cca-29e8-408b-b5a4-b6f78788b690,FaceToFace,2023-12-28 23:54:00,Gongguan Metro Station Exit1
d1c09d2c-5e7d-441d-b7d1-51aab3cf0235,FaceToFace,2023-05-10 13:40:00,Drunken Moon Lake
c56614e3-13f2-4ebe-a349-272c9fdf0a72,FaceToFace,2023-04-15 14:26:00,Gongtong Lecture Building
e90f8d71-1007-4d9e-8617-c29bd4015601,Freight,2022-01-11 09:45:00,Gongguan Metro Station Exit1
4bccd7d1-1d2f-419d-9f75-838bf54676b2,FaceToFace,2022-09-13 22:12:00,Drunken Moon Lake
d6808aa5-7ed4-44e1-a6e9-01ead66e6fa3,FaceToFace,2022-07-12 09:21:00,Drunken Moon Lake
01a9f4a2-0f26-46cd-a04c-38ba6dcfd3d4,FaceToFace,2023-09-26 20:21:00,Xiaofu Food Service
18eb183a-7d70-497a-9f98-926a18385cf6,FaceToFace,2023-06-12 12:27:00,Drunken Moon Lake
47d24308-d5a8-4a04-9b10-ef779eb86613,Freight,2023-08-31 00:10:00,Sports Center
ddf6154d-a73a-448b-b0ee-cd3836ab3f03,FaceToFace,2023-02-17 14:45:00,Xiaofu Food Service
9ae89224-1ae8-4e9a-b310-b43da618514e,FaceToFace,2023-03-14 21:01:00,Banqiao Station 7-11
4c85d747-1ad4-40fc-8f89-263d02ad6537,FaceToFace,2023-08-14 20:12:00,Sports Center
9ee95ab6-126f-42b9-b34f-4353d5828e44,FaceToFace,2022-07-05 16:35:00,Fu Bell
ab883959-d2af-4170-8dde-e04519783ebd,Freight,2022-01-07 01:05:00,Fu Bell
2138337b-077b-4359-88d6-86e437a1dd6e,FaceToFace,2023-04-15 14:26:00,Gongguan Metro Station Exit2
276b0e14-577a-43e8-a355-d17c73285345,FaceToFace,2022-07-09 16:32:00,Gongtong Lecture Building
7bfae2da-257b-421e-9d3b-9d36c3751230,FaceToFace,2023-09-24 09:02:00,Sports field
8ab5cd13-89a2-4a32-8b54-690c36736ee0,FaceToFace,2022-05-14 14:06:00,Taiwan Metro Station 7-11
236777b8-1ad9-4781-82fa-4f81fcc6485c,FaceToFace,2022-06-07 08:22:00,Drunken Moon Lake
548b4ea8-bacd-418b-bc8d-42e0b81ac086,FaceToFace,2022-10-15 19:25:00,Sports field
b2a11135-62fe-4a48-b006-2db363a4d928,FaceToFace,2023-08-31 00:10:00,Gongguan Metro Station Exit4
a4171a63-a873-4622-8970-f6f1de804a6e,FaceToFace,2022-06-20 13:34:00,Drunken Moon Lake
a5ffcaae-1201-4251-a155-bce608989f55,FaceToFace,2023-05-16 23:42:00,Sports Center
31b899e4-8c12-4db7-9abb-396b41149162,FaceToFace,2022-06-14 01:36:00,Lu-Ming Square
c8844336-7471-481a-9523-b7940ad3be9d,Freight,2023-03-19 09:01:00,Gongtong Lecture Building
2cdb12fa-8ace-4726-9935-7ffc22b6e676,FaceToFace,2022-06-07 08:22:00,Gongguan Metro Station Exit3
93cd7933-d17c-4a39-9f40-a1c0bb404372,Freight,2022-10-23 13:43:00,Xiaofu Food Service
92348f2b-807f-40b5-886e-1746e45fecbc,FaceToFace,2023-12-28 07:32:00,Drunken Moon Lake
52cb17ac-db1f-4c9a-a558-ec34a7ad1feb,Freight,2023-09-02 18:01:00,Main Library
bf11c6a9-942c-4834-a7ac-3f84b991981a,FaceToFace,2023-05-16 00:55:00,Drunken Moon Lake
1d535da4-1650-4029-b86f-d86fe2a13f9f,FaceToFace,2023-08-31 00:10:00,Gongguan Metro Station Exit1
6c62a349-11e8-458d-a051-5c051298aea1,Freight,2023-07-02 06:50:00,Drunken Moon Lake
d438e0da-2339-47d4-b7cd-e11b092f0074,FaceToFace,2022-09-08 01:12:00,XiaoXiaoFu Food Service
f2ec6cd3-04d4-46b3-9ead-967d5e01149d,FaceToFace,2022-12-08 12:19:00,Gongguan Metro Station Exit1
2a165ce7-bd56-4319-a305-8fe21b69c8ed,FaceToFace,2022-06-20 13:34:00,Gongguan Metro Station Exit1
cd78736f-91ed-4f19-99ee-83bb4c800f7f,FaceToFace,2022-10-23 13:43:00,Putong Lecture Building
21f456af-96a7-4c4b-abcc-ee2bf3e4da38,FaceToFace,2023-03-14 21:01:00,Gongguan Metro Station Exit3
af5d66ab-9d46-4267-8a45-10a98ea3428c,FaceToFace,2023-02-12 05:16:00,Drunken Moon Lake
df6c1261-0580-4fea-8799-4a07d5f7eaf3,FaceToFace,2023-07-29 12:23:00,Lu-Ming Square
a7274bfa-afe0-47a2-9d5b-c774c96a2857,Freight,2023-07-08 16:50:00,Gongtong Lecture Building
69e55dab-ed73-4ec5-90c7-4b49d4431707,Freight,2023-05-16 23:42:00,Main Library
1afd7a80-2dee-44d2-b640-aa6f93dbdc2d,FaceToFace,2022-06-19 04:43:00,Gongguan Metro Station Exit4
6d57c1b2-5049-4c69-9b09-3c4aadf32e8a,Freight,2022-08-09 08:51:00,Xinsheng Lecture Building
6557d39a-9627-48d3-912a-ad22f165b083,Freight,2022-09-29 20:47:00,Sports Center
dcb01bf0-e4a1-4ca2-bbe0-bbfd1cc1f945,FaceToFace,2023-07-08 16:50:00,Main Library
3f154613-8fc4-4413-b6dd-75efcaa9645d,FaceToFace,2023-02-17 14:45:00,Administration Building
e0d50ac3-80b7-4619-8fe4-0a906fee5d97,FaceToFace,2023-04-15 14:26:00,Xiaofu Food Service
27f1dfdd-77b8-42f1-9df6-c6d607816ae4,FaceToFace,2023-08-31 00:10:00,Administration Building
f3c10f14-0a1c-4a3f-bdb0-b43854c893c4,FaceToFace,2022-06-02 04:42:00,Drunken Moon Lake
7161531d-fe82-42f2-87eb-e997e8681750,Freight,2022-08-20 06:30:00,Gongtong Lecture Building
c9950da1-38c6-4816-8e75-4c38dbfad2f2,FaceToFace,2022-12-10 06:15:00,Mingchuan Elementary School
e9a69af0-7ab4-4eba-bab9-f02d23229cc4,FaceToFace,2023-01-22 14:25:00,Gongguan Metro Station Exit3
3cd127eb-0f92-48e3-9871-add207b0e49b,FaceToFace,2022-01-10 06:19:00,Drunken Moon Lake
2802e761-361a-4b19-b0d9-b53a4d8362bf,FaceToFace,2022-07-05 16:35:00,Drunken Moon Lake
7675d461-73a2-4891-8281-3da93ce7e32d,FaceToFace,2023-01-22 14:25:00,Sports Center
9ad8b10c-5358-4e39-a075-67faa1371cee,FaceToFace,2023-07-17 00:20:00,Xinsheng Lecture Building
edbb0cbf-ac80-490f-b390-90dd8b67ce83,FaceToFace,2023-01-22 14:25:00,Lu-Ming Square
b3a6bcc2-d069-4c4f-876e-ef89698af8c3,FaceToFace,2023-05-16 00:55:00,Gongguan Metro Station Exit4
c611366a-82b1-4e3e-90f8-8584ebea8556,FaceToFace,2022-01-11 09:45:00,Xinsheng Lecture Building
59cee253-3af6-4b23-a951-6615131ab369,FaceToFace,2023-12-17 00:59:00,Main Library
bdf03a58-bcd1-4cdf-ab4e-5ff97a312407,FaceToFace,2023-09-24 09:02:00,Gongguan Metro Station Exit2
c53616db-241e-445a-be44-0e08ca452c1e,Freight,2022-01-16 22:08:00,Fu Bell
242813c0-c0be-4b2c-a923-0c1af72d3f63,Freight,2023-03-17 16:58:00,Main Library
b77d5e85-a7bd-43cb-90c2-7b353788101c,Freight,2022-06-19 04:43:00,Gongguan Metro Station Exit4
df42c36b-933e-41a8-afc3-40ccbcfd561e,FaceToFace,2023-09-26 20:21:00,Sports Center
41c23652-3857-4e71-b2ee-f794e3558405,Freight,2022-09-13 22:12:00,Gongtong Lecture Building
2ce87a23-a548-4329-ba8c-951516d16022,FaceToFace,2022-01-07 01:05:00,XiaoXiaoFu Food Service
411ebaae-7fe6-404c-a0d4-7750914bfe36,FaceToFace,2023-05-16 00:55:00,Sports field
bd2357d6-5261-46c1-a77e-18b44fc36389,FaceToFace,2022-08-20 06:30:00,Gongguan Metro Station Exit4
7c18e06a-cca9-42d0-a055-d1b2266c2bb9,FaceToFace,2023-08-13 20:12:00,Gongguan Metro Station Exit2
4d6fbabc-15f3-4cec-a987-ab41a476f2f1,FaceToFace,2023-12-28 23:54:00,Fu Bell
b609403f-5cf0-4cdd-a639-28bcfd211228,FaceToFace,2023-12-10 17:01:00,Gongguan Metro Station Exit2
ff69e374-c358-46b1-811b-849e3ae6e626,FaceToFace,2023-07-02 06:50:00,Sports field
d82914ca-a2ad-477d-9cf8-e438c9829806,FaceToFace,2022-07-09 16:32:00,Sports Center
b2d71e55-17f4-43ff-a058-57a04cf07382,FaceToFace,2023-07-21 05:48:00,Gongtong Lecture Building
7c7af00d-5113-41eb-b81a-8767f924b8b3,FaceToFace,2022-12-21 00:48:00,Administration Building
1811e768-2a79-4a4a-8d03-26f4b7373a37,FaceToFace,2023-03-30 00:34:00,Xinsheng Lecture Building
b471e8c7-965f-4d3a-9db6-b1323053023e,FaceToFace,2023-09-02 18:01:00,Main Library
14ad5386-7585-459c-8b5b-f6df05985168,FaceToFace,2023-12-17 00:59:00,Banqiao Station 7-11
908170f3-d611-47ed-8c21-2866b094cd0e,FaceToFace,2023-12-31 09:50:00,Gongguan Metro Station Exit3
a50f0b01-8b6d-4f4a-b4e9-436fcb12d299,FaceToFace,2022-11-25 01:49:00,Gongguan Metro Station Exit1
2eb57ced-62c6-4c15-b956-13d11f1ea3cf,FaceToFace,2022-07-12 09:21:00,Gongguan Metro Station Exit2
cf59385b-37e1-4feb-870b-4aaa191dae7e,FaceToFace,2022-03-18 22:34:00,Gongguan Metro Station Exit2
e3030c59-dc6d-42e2-bb70-4f827ee0c3bf,FaceToFace,2023-08-31 00:10:00,XiaoXiaoFu Food Service
07f5f7b4-b0b2-4ff0-ad80-84e4546ab3bd,FaceToFace,2022-12-21 00:48:00,Xiaofu Food Service
d94aa9a5-0fe8-4a43-9896-a86586f34a17,FaceToFace,2023-09-24 13:04:00,Main Library
f4ef97d2-6dbb-4944-b6c8-4a395baa7d55,Freight,2022-10-23 13:43:00,Xinsheng Lecture Building
e2caeb7e-34ca-461b-9de5-0ba84f6ae5ea,FaceToFace,2023-09-26 20:21:00,Life Science Building
2ee267bc-417c-4d18-bf94-8e8dc36547a3,FaceToFace,2023-06-10 07:02:00,Lu-Ming Square
f46e9d62-eb6b-49a6-976c-f3768d70ad02,FaceToFace,2023-10-24 06:30:00,Fu Bell
6ba5b844-77d0-4c04-9e06-8905e30e1ea8,FaceToFace,2023-08-08 23:30:00,Gongguan Metro Station Exit4
de74f0e6-4323-437a-887b-b09188a51374,Freight,2022-09-07 20:53:00,Main Library
f057b9bb-5f59-4c12-addb-dd70fd1c2ec3,FaceToFace,2023-07-21 05:48:00,Gongguan Metro Station Exit4
ee6fe741-5fcd-4a93-b8f6-ab028a93e651,FaceToFace,2023-12-09 20:43:00,Main Library
dad563b0-2c61-476c-aede-0c796cb39d13,Freight,2022-07-09 16:32:00,Lu-Ming Square
87322d57-4a71-4b69-be1b-72261c334908,Freight,2023-02-12 05:16:00,Gongguan Metro Station Exit3
dd64ef26-654f-43f6-a621-0ef5e6baa480,FaceToFace,2022-11-03 16:58:00,Gongguan Metro Station Exit4
b8081347-e7c2-4c76-a40b-9df2f745ad0c,FaceToFace,2022-01-17 05:53:00,Xindian Baoqing 7-11
f5ad06db-fc45-4b1a-bc9c-2dda0d3a78ca,FaceToFace,2022-01-06 16:48:00,Main Library
82b7dc2a-9543-4ba6-829d-1b3e4d21e630,Freight,2023-05-06 00:23:00,Gongtong Lecture Building
b83ff5de-d2b0-4864-a31c-628e97062bb4,FaceToFace,2022-06-14 01:36:00,Administration Building
0b28cc2b-f463-4a45-99dd-3d8422b0e371,FaceToFace,2023-06-12 12:27:00,Xindian Baoqing 7-11
83b3bef2-4a26-4188-af85-304481ec16fc,FaceToFace,2022-03-19 20:02:00,Tainan Station Family Mart
ad2b3972-cb56-4c94-a11b-2cf694cacfbf,FaceToFace,2022-06-19 04:43:00,Fu Bell
abc79929-5469-40ed-9846-d51f427853fe,Freight,2022-09-07 20:53:00,Mingchuan Elementary School
4203c849-0746-459e-a90f-613152bccb46,Freight,2023-08-08 23:30:00,Life Science Building
820dab99-30ba-4d56-9451-2e145b6dd662,FaceToFace,2023-05-16 00:55:00,Sports Center
94890298-a3dd-43ad-a30c-d48f384cbb83,FaceToFace,2023-09-12 07:20:00,Main Library
aa54b62a-d5fe-4da7-bc69-bfd1dc9e8d6d,Freight,2022-09-29 20:47:00,Gongguan Metro Station Exit2
f5f2438f-7289-4594-92ee-6038b2dcd9cb,Freight,2023-12-10 17:01:00,Lu-Ming Square
8aed497c-fd40-4839-a638-da5c82d9bc48,Freight,2023-05-10 13:40:00,XiaoXiaoFu Food Service
c5f23267-e8a5-4272-91b2-642149577eb4,FaceToFace,2022-08-20 06:30:00,XiaoXiaoFu Food Service
9e183c71-ff45-4f80-8af2-2d00e09a582c,Freight,2023-12-28 23:54:00,Gongguan Metro Station Exit2
c4960110-6728-41e0-bfd6-4388bb4fa1b4,FaceToFace,2023-12-09 20:43:00,Sports field
641aa780-3e25-403b-ac75-39abeac54cce,FaceToFace,2022-08-10 04:21:00,Gongguan Metro Station Exit1
1dedaab7-d30e-491a-b4cf-6d2498ae8bd0,Freight,2022-01-02 22:30:00,Drunken Moon Lake
d84d593f-a535-4c58-89c4-ad448c3035af,FaceToFace,2023-01-07 15:55:00,Main Library
019ca791-7443-413a-a035-ee54cd53a856,FaceToFace,2023-08-07 12:24:00,Gongguan Metro Station Exit2
9609a8f2-9212-4383-8f53-94d97cd043d0,FaceToFace,2022-10-15 22:58:00,Main Library
6919561d-9e8d-40c5-bb7d-61428d909e87,Freight,2023-03-14 21:01:00,Sports field
e0c6f6b6-c39c-4199-8454-b7db36242f9c,FaceToFace,2022-07-08 05:15:00,Main Library
ba3c7f9a-1cfd-4a2a-8e9a-0ac395be3f1a,FaceToFace,2023-03-24 18:22:00,Drunken Moon Lake
b61c1af5-4f1c-41e2-9599-7ac026b64ed0,FaceToFace,2023-07-27 13:03:00,Life Science Building
cd0f531b-c21b-4c12-97bb-d271b9c07a26,FaceToFace,2022-10-29 20:11:00,Life Science Building
f88b5b2e-89de-4223-8528-6102f99a9a45,FaceToFace,2022-03-22 09:47:00,XiaoXiaoFu Food Service
84deda1c-1d76-4e4b-800b-47966da53907,FaceToFace,2022-03-22 09:47:00,Gongguan Metro Station Exit3
20aec56d-5e1e-4d25-89d8-5219df1f8314,Freight,2023-12-11 08:34:00,Drunken Moon Lake
fd5dc364-83c6-4be5-83e4-28375b7c9955,FaceToFace,2022-03-09 13:43:00,Life Science Building
5e60bc56-44de-458a-a039-c5caab4441fc,FaceToFace,2022-09-29 20:47:00,Sports field
45f9e06a-aad8-40b6-90be-4ba79ecb7e07,FaceToFace,2022-01-10 06:19:00,Xiaofu Food Service
6a4e5e22-d42d-4cf6-9390-f3dccbabb863,FaceToFace,2022-07-12 09:21:00,Drunken Moon Lake
a5ff922b-db1e-4349-b787-d338bd7247f4,FaceToFace,2022-06-27 09:47:00,Gongtong Lecture Building
cfd8f715-b874-496e-9776-2c2be256d050,Freight,2022-05-02 05:43:00,Gongguan Metro Station Exit4
40feefd7-e302-49dd-a687-b373c5dcab5b,FaceToFace,2023-03-30 00:34:00,Gongtong Lecture Building
a19d6092-256f-4cf9-8f1f-b7fd52bbfc37,FaceToFace,2023-06-10 07:02:00,Gongtong Lecture Building
0e5b0dc7-1fc4-48d4-b625-f219fa3c5e74,FaceToFace,2022-11-25 01:49:00,Drunken Moon Lake
f6312692-e851-4863-9cea-07ec6623e7d4,FaceToFace,2023-03-17 16:58:00,Life Science Building
5626e700-b39f-4c9a-aff9-c01de668648a,FaceToFace,2022-09-07 20:53:00,Life Science Building
3e2918ce-c400-4329-a822-70d6b52ad24d,FaceToFace,2023-01-22 14:25:00,Gongtong Lecture Building
54c7e1c1-6d81-4bdd-894f-c3c3540c5d05,FaceToFace,2023-05-16 00:55:00,Lu-Ming Square
a015e2a4-2e1b-4ceb-835a-365baa5bbc70,Freight,2022-03-22 09:47:00,XiaoXiaoFu Food Service
10daf807-c08f-4a9e-8fca-5266ad0aaa8b,FaceToFace,2023-09-07 05:06:00,Life Science Building
bc103721-3a59-415b-be8a-5d84ee6932b2,FaceToFace,2022-09-27 20:57:00,Gongguan Metro Station Exit1
05d09c42-7838-4b14-a1c7-77dc4997cf02,FaceToFace,2023-07-02 06:50:00,Gongtong Lecture Building
c3f111f9-667b-4767-b7e4-aab50ed1a8a0,FaceToFace,2022-02-07 23:40:00,Sports Center
b3450525-50ba-40c9-9e90-a7ef9aedf105,FaceToFace,2023-10-24 06:30:00,Gongguan Metro Station Exit3
2629ce0b-4386-4f32-bce8-6ca78004c364,FaceToFace,2023-07-02 06:50:00,Xiaofu Food Service
d0833381-3fb6-4be3-9333-d62fc594790d,FaceToFace,2023-05-10 13:40:00,Main Library
e44df54c-5407-4f7f-9f23-abbad3667e68,Freight,2023-02-12 05:16:00,Sports field
69673734-e7ed-4548-ac50-23eec295177d,FaceToFace,2022-05-20 21:46:00,Banqiao Station 7-11
15ffa941-4400-4fb9-9e70-4b56d5bcfe8f,FaceToFace,2022-09-27 20:57:00,ChangXing 7-11
adada65d-dcc3-41dc-b39d-d9964394e85b,FaceToFace,2023-03-19 09:01:00,Lu-Ming Square
7afbb31d-ff88-4697-ae03-4e473420fec4,FaceToFace,2022-11-12 02:18:00,Gongtong Lecture Building
19097848-a8e3-4107-bdc9-a410ae398230,FaceToFace,2022-03-18 22:34:00,Life Science Building
0e6e541c-42e9-4f4b-ac4f-660830a5d720,FaceToFace,2023-05-06 00:23:00,Life Science Building
2b752427-fca9-4462-ba0e-ca3628e68c9f,Freight,2022-05-02 05:43:00,Gongguan Metro Station Exit2
9038c4f9-77bb-4e4a-8c6c-062b699ccbad,FaceToFace,2023-08-07 12:24:00,Gongguan Metro Station Exit2
c9f53b7f-5975-4152-b364-d5e049d584b4,FaceToFace,2023-03-17 16:58:00,Xiaofu Food Service
59aee903-a68f-4d32-bff0-5bff27055d93,FaceToFace,2023-01-07 15:55:00,Fu Bell
a8d439ea-de52-4497-8938-3152c7227206,FaceToFace,2023-09-11 21:07:00,Administration Building
2de01b8d-99e4-4ccc-bdfe-05481063e8d8,FaceToFace,2022-08-10 04:21:00,Sports field
70ffb119-2897-4e87-8b31-bc29da98b2de,Freight,2023-08-31 00:10:00,Drunken Moon Lake
