order_id,buyer_id,transaction_status,buyer_confirmation,seller_confirmation,transaction_rate,transaction_content,place_order_datetime
76620dc1-c520-443f-8df6-dd548aa77f13,b06256649,Underway,Finish,Unfinished,0,,2023-09-20 09:08:11
b93fea91-0254-4b61-a61f-731181c823e5,b79904053,Underway,Finish,Unfinished,0,,2023-06-13 13:10:42
830c5bca-d784-491e-b3ce-72b7cab45175,b82664252,Cancel,Finish,Unfinished,0,,2023-06-12 20:26:11
860a4e31-63ac-4965-912d-19ce42fcdf64,b40804685,Cancel,Finish,Unfinished,0,,2023-02-26 19:03:12
4a466109-a317-473b-8634-ac3e295271eb,b66473901,Underway,Unfinished,Unfinished,0,,2023-02-12 21:42:46
531ea785-aeb9-4b5d-8056-546bcb912420,b56700729,Underway,Finish,Unfinished,0,,2023-10-05 18:41:53
0917da9e-0cdb-48d9-ac55-9ef503ade577,b57155030,Underway,Finish,Unfinished,0,,2023-07-17 18:57:50
b895c646-6d40-4d91-8e79-1fdb9bfa5675,b03545242,Cancel,Finish,Unfinished,0,,2023-02-02 09:10:06
278a1a0e-4a53-4eef-86d6-1215dfac6fad,b58174839,Underway,Unfinished,Finish,0,,2023-05-21 11:37:14
d7330377-4131-4a88-982a-7c95771998e3,b02716888,Cancel,Unfinished,Unfinished,0,,2023-01-31 14:12:16
b8306ed8-3160-44af-a48b-959f927f84f4,b82572217,Underway,Unfinished,Finish,0,,2023-04-11 07:52:12
e54028be-4726-40d6-99ff-dff99be8a47b,b56700729,Underway,Unfinished,Unfinished,0,,2023-12-15 08:57:03
1776b931-9417-4934-9a34-d276ef21c310,b49117635,Underway,Unfinished,Unfinished,0,,2023-05-02 06:07:36
c6946485-033a-4cb9-aaec-c29423ae5570,b12395348,Underway,Unfinished,Finish,0,,2023-06-20 22:33:35
b5b2faa5-9445-45a7-b36e-556d1b8d95ea,b07167467,Underway,Finish,Unfinished,0,,2023-07-31 15:41:45
48225b24-ff16-4b84-bf33-48bfe9c93e49,b64292752,Underway,Finish,Unfinished,0,,2022-12-24 07:17:46
0ede162f-e7fb-413f-ab7f-a8e3d2ab709c,b82664252,Complete,Finish,Finish,4,The product quality is excellent and matches the description.,2023-01-11 07:21:43
d3217a4d-7740-4bbe-b963-0466d24b88f8,b93516525,Cancel,Finish,Unfinished,0,,2023-09-14 04:32:30
a9a08c1d-1b6b-4606-a062-7a83ab9be32b,b81795472,Underway,Unfinished,Finish,0,,2023-09-20 09:08:11
c99c791e-0b06-4d91-8c58-493a5326160d,b93798134,Underway,Finish,Unfinished,0,,2023-04-16 18:22:28
7407c1e8-c302-4af9-84f5-757669af0c99,b44469263,Cancel,Unfinished,Unfinished,0,,2023-05-19 02:09:36
1daf8e83-1004-4a52-8bfd-90940c538586,b36101894,Underway,Unfinished,Finish,0,,2023-07-05 00:13:59
69d8ac78-956d-4b25-b37e-612f1c567c58,b76675206,Complete,Finish,Finish,2,,2023-01-28 23:59:57
ef625b84-4ec8-4074-8c3d-88350fb4abe9,b85582768,Underway,Unfinished,Unfinished,0,,2023-05-13 01:53:14
6140c728-d2b3-464a-9c84-7f6c15d056b8,b89766969,Underway,Finish,Unfinished,0,,2023-02-20 13:53:13
e930486b-c7d3-4449-8155-36410d1e6892,b43124711,Underway,Finish,Unfinished,0,,2023-06-20 22:33:35
719286e1-56f9-4153-8a46-9c57a7399a8a,b56700729,Complete,Finish,Finish,2,Prices are reasonable,2023-05-19 02:09:36
655ba3b3-8a1a-4d38-b8a8-75556a261b9e,b02658750,Complete,Finish,Finish,1,Change my mind,2023-02-18 10:18:09
a092feab-cf99-4a5f-b3b1-744a9139ea1b,b82664252,Underway,Finish,Unfinished,0,,2023-10-20 07:55:27
d528c9d6-1091-41ca-a583-4ba99b334811,b70119270,Underway,Finish,Unfinished,0,,2023-06-12 20:26:11
48bc102b-f0cf-4d05-8608-1d59a946946b,b82664252,Cancel,Finish,Unfinished,0,,2023-10-07 19:16:34
23c627f4-c6ac-4894-bd41-f5aa1bd2eb2f,b02716888,Underway,Unfinished,Unfinished,0,,2023-03-31 08:23:44
3efbc5f6-e29e-4e33-8abd-860f39a62b48,b56700729,Underway,Finish,Unfinished,0,,2023-06-30 03:06:22
882a3df1-ee6a-412f-9aa6-e8224ef0d9dd,b74407264,Cancel,Unfinished,Finish,0,,2023-03-29 12:37:02
265e3e7f-8d22-46f8-8d46-f3160f8d0bbb,b18980962,Complete,Finish,Finish,4,defective product,2023-09-19 09:25:34
c03d8380-9289-4f15-a74e-9aa0dc8b8de2,b46585960,Underway,Unfinished,Unfinished,0,,2023-03-29 12:37:02
f3ae1806-2344-419d-817f-2cf8f236b623,b13752456,Complete,Finish,Finish,3,The website is user-friendly and easy to navigate.,2023-09-20 09:08:11
4d74e4fb-50b3-40dc-9cfb-2459606b9915,b44469263,Underway,Unfinished,Unfinished,0,,2023-04-10 04:56:13
73481e9f-48e3-46c1-b003-feaaaeb24f73,b13777390,Underway,Unfinished,Unfinished,0,,2023-06-13 15:22:25
6a2267f9-b00a-494d-87b0-06a1cc7a0263,b82664252,Cancel,Finish,Unfinished,0,,2023-06-12 20:26:11
0acf8250-231d-46b0-9d4e-d26b71f6e522,b98158005,Complete,Finish,Finish,2,Can use,2023-03-07 19:48:42
a11060c1-1d9d-4866-aeae-8bc06c8c4a55,b83420220,Underway,Unfinished,Finish,0,,2023-10-02 23:03:22
83f1c64f-7ba4-4d3f-9a88-c386e5a4836c,b92679613,Underway,Finish,Unfinished,0,,2023-05-07 06:06:53
10307d0f-c7c7-419c-9ef8-1f503223513f,b28683134,Underway,Finish,Unfinished,0,,2023-05-21 11:37:14
eedb14ee-924c-40e4-9131-4e55cf18476c,b68209806,Underway,Finish,Unfinished,0,,2023-01-18 16:04:53
4426c370-f53c-43c0-9ee0-22b269315e36,b13777390,Underway,Finish,Unfinished,0,,2023-07-08 03:03:36
4f37611a-6fc4-40d8-a100-81f71b5d86b0,b65923036,Cancel,Finish,Unfinished,0,,2023-01-28 23:59:57
0928c1e5-9aa7-49f0-b80e-2633269a9e22,b87500802,Underway,Unfinished,Finish,0,,2023-01-15 05:50:09
97417d37-635a-4cd0-9c57-3ca16baebcee,b82664252,Complete,Finish,Finish,4,"Affordable prices, great value for money.",2023-11-23 14:11:50
f49d260a-8764-4deb-8b83-3d3d5dd88cc7,b14112506,Underway,Finish,Unfinished,0,,2023-10-20 07:55:27
d15a1d6a-d178-468a-8497-3619e34d1aed,b47730822,Underway,Unfinished,Finish,0,,2023-01-15 05:50:09
cea533b1-0457-4ad7-a75c-632c782e4627,b91296701,Underway,Unfinished,Finish,0,,2023-05-07 04:55:24
360d14f5-199e-4ca3-9874-a443190156c8,b89766969,Underway,Unfinished,Finish,0,,2023-02-12 21:42:46
8d949def-c7b2-4880-bda8-257aa4c34bdd,b81127483,Underway,Unfinished,Finish,0,,2023-11-15 09:42:21
f3e52a28-7708-4862-8097-44124d61594e,b30709021,Complete,Finish,Finish,4,,2023-01-28 23:59:57
8459c290-1d2c-4327-98ce-7c5678536382,b58174839,Complete,Finish,Finish,2,,2023-10-02 23:03:22
c196c0ac-5bb5-471b-b61b-e1866c806662,b63367190,Cancel,Finish,Unfinished,0,,2023-05-21 10:39:12
d81f5a8e-09e9-4bda-ab86-2637985ca316,b52692137,Cancel,Unfinished,Finish,0,,2023-04-10 04:56:13
f962c435-f6e4-4db2-81f7-c7a1cefecec8,b81127483,Underway,Unfinished,Unfinished,0,,2023-11-30 07:01:12
fc2eafbe-6faa-4c00-aa16-5bb98fcdcb1f,b57155030,Underway,Unfinished,Unfinished,0,,2023-12-15 08:57:03
a7df8706-0e24-41da-822c-691caba0af8f,b56439742,Complete,Finish,Finish,3,poor quality,2023-03-06 18:37:03
554bbf1e-316c-4962-8926-01f7d9db26f4,b14180145,Complete,Finish,Finish,2,functional,2023-11-30 07:01:12
aa3fef99-8184-4025-8c64-07aa13bdfc65,b81127483,Cancel,Unfinished,Unfinished,0,,2023-06-12 20:26:11
ac992bf4-830e-4d11-9dbe-befa451e9f17,b93798134,Underway,Unfinished,Unfinished,0,,2023-05-30 19:48:06
ed77ebd4-6d82-4f25-9fa1-89dad8787d55,b89955315,Underway,Finish,Unfinished,0,,2023-08-02 04:29:40
bd4356d3-b559-4faa-b84f-5342d20cc74c,b43401366,Complete,Finish,Finish,2,no major issues,2023-05-13 01:53:14
ab8cbee0-b51d-4521-82a2-c3a8e54349bd,b81127483,Underway,Finish,Unfinished,0,,2023-10-11 11:50:00
d1a18be3-a2a8-43eb-99f8-5d14fedabaad,b46349333,Underway,Unfinished,Finish,0,,2023-05-02 06:07:36
f5ec0ce6-541e-4da4-9c1c-c3deed6efa9d,b12997834,Underway,Unfinished,Unfinished,0,,2023-07-17 19:57:27
05b3f288-dc0c-49a2-9530-3638baf6aa87,b68312213,Cancel,Unfinished,Finish,0,,2023-03-07 19:48:42
3f11903c-ee83-4a3b-9738-29f18e40f362,b76675206,Cancel,Unfinished,Finish,0,,2023-11-28 23:37:52
17c0667c-5476-40d8-b044-8277d9d9ac47,b43124711,Cancel,Unfinished,Unfinished,0,,2023-04-16 18:22:28
3d778e92-8f2d-4314-a634-6eeb1aa49979,b87500802,Complete,Finish,Finish,2,,2023-06-20 22:33:35
7a4e880e-dad8-489d-84cb-ee9c02ef9642,b18980962,Cancel,Unfinished,Unfinished,0,,2023-05-21 14:55:38
7de0e38a-0ec9-43db-9150-192020ccfbdb,b40804685,Underway,Unfinished,Finish,0,,2022-12-17 22:24:45
b7f83ecf-249e-4b7f-8f44-97ac32e1ac4c,b79579692,Underway,Unfinished,Unfinished,0,,2023-09-14 04:32:30
401fc92b-d8f3-4e1f-afd7-9c55296fbc51,b68174155,Underway,Finish,Unfinished,0,,2023-11-17 07:42:21
60850635-6989-4d5e-a8a1-31fa74cd85a7,b10488056,Underway,Finish,Unfinished,0,,2023-06-06 18:40:01
0187ffe5-a4f3-4628-8289-eb1dd94faf49,b46585960,Underway,Unfinished,Finish,0,,2023-09-20 09:08:11
f834a4c5-c67d-494b-a251-afb8c27e4434,b77444031,Underway,Unfinished,Unfinished,0,,2023-03-29 12:37:02
34f94909-ebdd-4ac1-8f08-b7f96906449e,b27927119,Underway,Unfinished,Finish,0,,2023-10-02 23:03:22
4825224d-7c84-4143-a282-3a08977546b5,b72176783,Underway,Unfinished,Unfinished,0,,2023-07-31 22:29:41
f9b3707b-27f3-4cad-a3e0-a2c5af9f7323,b12997834,Complete,Finish,Finish,2,functional,2023-10-02 04:19:38
99b62483-b07a-4fc4-aa72-56b70497fcc0,b13567356,Underway,Finish,Unfinished,0,,2023-11-25 14:04:58
1fafe227-89ad-4067-987c-40e9331b63b6,b57129627,Cancel,Unfinished,Unfinished,0,,2023-02-02 09:10:06
1a1845fe-742a-4207-b71d-54733cb94dcf,b94795771,Underway,Finish,Unfinished,0,,2023-02-12 21:42:46
9bc6f914-4130-41fc-871e-2244d74baefa,b14112506,Underway,Finish,Unfinished,0,,2023-09-08 11:48:19
9184c54c-2fb5-4f1f-bff8-aafae7e4f2a7,b27927119,Cancel,Unfinished,Finish,0,,2023-06-20 22:33:35
a5640143-2192-426b-80d8-9538876883d0,b81795472,Underway,Unfinished,Unfinished,0,,2023-09-08 18:43:15
27c8efe2-ceaf-46a9-b6b1-294519b65599,b57129627,Underway,Unfinished,Finish,0,,2023-06-21 23:16:37
8b3c1b54-ddf4-4bfa-8e75-238b1686e869,b49117635,Cancel,Unfinished,Unfinished,0,,2023-11-26 01:24:44
aab7f3d1-dee2-4991-b772-7d42c7e771c4,b81795472,Underway,Finish,Unfinished,0,,2023-12-08 15:31:30
c50a38bb-61e8-4279-a079-61f59cb1ebe5,b68209806,Cancel,Unfinished,Finish,0,,2023-02-14 16:30:59
bb8c7191-d4c8-4995-a3e6-1625311869d0,b72176783,Complete,Finish,Finish,4,nothing particularly impressive,2023-06-21 23:16:37
891940d6-6232-4cfc-be35-cfcce7839c03,b02658750,Underway,Finish,Unfinished,0,,2023-11-23 14:11:50
ee629db1-5c01-4fa1-9c96-32e53fb6fd52,b14180145,Underway,Unfinished,Unfinished,0,,2023-08-07 21:55:11
ca069c7c-4726-471a-b18b-9b23e8833a59,b37224362,Cancel,Unfinished,Unfinished,0,,2023-09-08 11:48:19
f560d3f7-8563-40a9-ab39-62b3dea8d9e7,b18980962,Underway,Unfinished,Unfinished,0,,2023-10-20 07:55:27
b6cf7f33-0802-4e5c-82cb-35d2d6120475,b88409458,Cancel,Finish,Unfinished,0,,2023-11-26 01:24:44
837cd381-89cb-43c5-bc04-bfcd22acf8ee,b14112506,Cancel,Unfinished,Finish,0,,2023-11-30 07:01:12
d8283540-f019-41d6-93ea-36a701bcf851,b62997101,Underway,Unfinished,Unfinished,0,,2023-09-19 09:25:34
ef8d45f6-ef4b-4238-8c99-4a7f5ce722a8,b06256649,Cancel,Unfinished,Finish,0,,2023-11-23 14:11:50
f55f011d-1c99-48b7-87a2-effd704c76ff,b12997834,Underway,Finish,Unfinished,0,,2023-05-07 04:55:24
9172577b-e36b-46a8-b8c7-7ea6712254b6,b10488056,Complete,Finish,Finish,1,Useful,2023-01-11 07:21:43
72a4b41c-f4d6-4573-8e44-da9a9160c33d,b87500802,Cancel,Unfinished,Finish,0,,2022-12-17 22:24:45
54bac209-b6b9-405d-a779-d7a362a50e93,b58878989,Underway,Unfinished,Unfinished,0,,2023-01-31 14:12:16
53febc46-2cd4-44db-ab99-08b02a12934f,b89955315,Cancel,Unfinished,Finish,0,,2023-03-17 01:49:30
9f717dea-19d9-442f-a06b-2c3c7881e9c7,b58174839,Complete,Finish,Finish,2,Change my mind,2023-07-31 22:29:41
b970b5d1-76fd-46f0-8c3d-330014307b28,b64292752,Underway,Unfinished,Finish,0,,2023-09-08 18:43:15
c9464529-3e3c-4ab1-a3f3-a86ee541f43d,b12997834,Underway,Finish,Unfinished,0,,2023-11-17 11:29:18
a4da110e-f93c-40ec-9232-2b76b32b5955,b37224362,Underway,Unfinished,Finish,0,,2023-02-18 10:18:09
5ce08de6-db1b-4a50-bd62-2cc9906372d2,b37224362,Underway,Unfinished,Unfinished,0,,2023-05-21 11:37:14
9c04d00b-beec-4b54-b2af-d11e3395de89,b29980076,Underway,Unfinished,Unfinished,0,,2023-03-07 19:48:42
6bc53f88-935a-496e-98d8-a5f9aa5ce3c6,b02658750,Complete,Finish,Finish,4,selecting the wrong product,2023-05-19 02:09:36
0aecb364-b265-460c-896a-54229fcd7c97,b68312213,Underway,Finish,Unfinished,0,,2023-09-14 04:32:30
e6da04d3-208a-4ade-978f-acbb41f230fe,b61791828,Underway,Unfinished,Finish,0,,2023-11-30 07:01:12
bc4077e1-5b69-4356-9a56-8176478c5bbb,b30709021,Cancel,Unfinished,Unfinished,0,,2023-09-20 09:08:11
a4fc826c-c5fd-40b5-95d1-7977300e10b6,b13777390,Complete,Finish,Finish,2,Can use,2023-06-12 20:26:11
ceeaa2a2-2bb9-449c-a302-f91afb25f9f2,b43124711,Cancel,Finish,Unfinished,0,,2023-04-10 04:56:13
f0132365-61d0-4ffc-a5dd-146e9c6726c4,b77718072,Complete,Finish,Finish,3,nothing particularly impressive,2023-02-26 19:03:12
8120c00b-edf5-4530-a6c2-478dc59a82eb,b10488056,Cancel,Finish,Unfinished,0,,2023-05-30 19:48:06
c84b17dd-ca51-41b6-98d4-b545bbe5f7ea,b51771095,Cancel,Unfinished,Unfinished,0,,2023-12-15 08:57:03
9910aa9f-3f19-4ff5-99f5-e3a63b3581e9,b03647857,Underway,Unfinished,Finish,0,,2023-05-13 01:53:14
c04a332f-c4fd-41f2-a09e-35000bc85710,b62997101,Underway,Unfinished,Finish,0,,2023-07-05 00:13:59
341228ab-ad2d-4029-b8dd-27f62d130170,b32943596,Underway,Unfinished,Finish,0,,2023-10-29 23:00:47
2c8af0b5-ae2f-4a00-8454-5cb173da536b,b49117635,Cancel,Unfinished,Unfinished,0,,2023-07-21 14:32:22
c50455fe-b1ac-4a12-9152-504878409dfc,b98158005,Complete,Finish,Finish,4,functional,2023-10-11 11:50:00
18d1ee81-731f-4c7e-9908-162f89b43958,b32943596,Cancel,Finish,Unfinished,0,,2023-05-03 06:17:58
21d70ec8-741c-4bdb-9076-eb285ab7264b,b40804685,Cancel,Unfinished,Unfinished,0,,2023-06-12 20:26:11
b6835df4-24ad-4f4c-88b8-101cc9aabbb7,b25478137,Underway,Finish,Unfinished,0,,2023-05-19 02:09:36
52ed5d5f-8797-4624-8fc0-36ca3c992963,b50809533,Underway,Finish,Unfinished,0,,2023-01-15 05:50:09
738ed281-6bf9-45b1-8136-31baa8ed3d51,b62997101,Underway,Unfinished,Finish,0,,2023-02-02 09:10:06
2e68d87d-4c11-4349-8753-50af928c6c85,b82982114,Complete,Finish,Finish,3,,2023-09-22 19:37:13
cbb7c6b9-c3c1-4507-8795-3745f26072fd,b58174839,Cancel,Unfinished,Unfinished,0,,2023-06-13 13:10:42
86e27807-adc3-422b-9cf5-b08d79708b0a,b02658750,Underway,Unfinished,Unfinished,0,,2023-09-16 12:21:42
fc9b86f4-9f3e-425f-9b3c-c51be2a021f8,b85582768,Underway,Unfinished,Unfinished,0,,2023-06-13 13:10:42
00f4974a-e1bd-418a-b386-777c13092568,b57129627,Underway,Unfinished,Unfinished,0,,2023-08-07 22:09:10
3433eb26-a4a8-44ea-bbac-fe48b285a36d,b24734901,Underway,Unfinished,Finish,0,,2023-07-14 11:14:42
0d92b204-1271-4e3b-958e-14601902d355,b07167467,Underway,Finish,Unfinished,0,,2023-06-13 09:00:42
27d44262-523d-472c-9d28-e8882e438e5b,b53292923,Underway,Finish,Unfinished,0,,2023-12-15 08:57:03
68fc00f8-a40b-4f5c-bb8b-2e023406eee4,b32943596,Underway,Finish,Unfinished,0,,2023-01-17 20:50:46
4849bf9b-2df8-46d4-b895-f6059328228b,b30709021,Underway,Unfinished,Finish,0,,2023-02-12 21:42:46
89fada54-fd82-4a5d-8627-79ca7c4d74d9,b56439742,Cancel,Unfinished,Unfinished,0,,2023-05-21 10:39:12
d23363bf-1055-44f6-af95-6f9832ee0590,b89955315,Underway,Unfinished,Unfinished,0,,2023-02-20 13:53:13
bc2bf43c-46e4-4d6d-b217-33ecdb4fdc71,b84865982,Complete,Finish,Finish,4,The website is user-friendly and easy to navigate.,2023-04-16 18:22:28
0a0a01f0-e77d-4801-b8d1-2f49f344b314,b56700729,Underway,Unfinished,Finish,0,,2023-07-09 08:14:50
cb1c4f67-9131-44a1-8735-eaf11317e361,b68209806,Cancel,Unfinished,Unfinished,0,,2023-08-02 04:29:40
08030940-76b7-4557-a76e-302b4b8f4c6c,b74101441,Underway,Unfinished,Finish,0,,2023-06-21 23:16:37
385b0558-1587-475f-a897-f727152d4b69,b13752456,Underway,Finish,Unfinished,0,,2023-11-17 11:29:18
cee59aa6-036d-461e-8a4a-9663683b454a,b46349333,Underway,Finish,Unfinished,0,,2023-01-16 07:45:03
a7c34cee-026b-43e9-9c5b-f01a043419b8,b86808599,Complete,Finish,Finish,4,functional,2023-10-11 11:50:00
f1c51780-f678-4099-98cf-06f048071fb0,b81127483,Underway,Unfinished,Finish,0,,2023-01-09 11:54:15
f5494606-7e31-4dac-a8af-f599d451aaab,b91296701,Underway,Unfinished,Finish,0,,2023-09-08 18:43:15
aee5d3bf-586c-43fd-a976-b00e6371a2ce,b02658750,Underway,Finish,Unfinished,0,,2023-10-02 04:19:38
b55c8456-c2f1-43c8-812c-8d527c0e8b77,b70119270,Underway,Unfinished,Unfinished,0,,2023-07-14 11:14:42
0ef11d4f-60b7-4ad9-8d8b-560d25928b79,b13777390,Underway,Finish,Unfinished,0,,2023-06-13 13:10:42
566e9286-ebaa-4377-b278-61a2ca735efd,b10673081,Complete,Finish,Finish,3,,2023-01-15 16:50:33
bbf482f2-b5c3-4fcb-a14c-4251174134bd,b92679613,Complete,Finish,Finish,1,The website is user-friendly and easy to navigate.,2023-03-17 01:49:30
cdf54ac8-3b52-44fe-9393-9decf6b28c0b,b03647857,Cancel,Unfinished,Unfinished,0,,2023-11-28 23:37:52
99d24eb2-488a-43a2-b573-935c0c65ed1c,b32943596,Underway,Finish,Unfinished,0,,2023-09-08 18:43:15
7e2fc9ae-b20a-42a1-a36e-87bf2e3015a7,b74101441,Underway,Finish,Unfinished,0,,2023-03-08 21:42:40
a262ab65-192e-4faa-96b1-f0365a86211e,b48711467,Underway,Unfinished,Finish,0,,2023-11-04 08:40:44
46850375-60d1-4e09-bc38-86f687295aea,b72176783,Cancel,Finish,Unfinished,0,,2023-01-12 06:06:26
378814cb-ed7f-41e3-905f-a5447c34fea0,b16967217,Underway,Finish,Unfinished,0,,2023-06-20 22:33:35
85545f94-857d-4954-a4ec-3d0c41bd5dff,b43401366,Cancel,Finish,Unfinished,0,,2023-05-07 04:55:24
9e341de6-714f-470d-a5f8-c2501c9afebc,b43124711,Cancel,Finish,Unfinished,0,,2023-01-28 23:59:57
3801549c-a8a4-4764-8ce2-da33eee77622,b70119270,Cancel,Unfinished,Finish,0,,2023-11-30 07:01:12
a4ae6d18-b2f5-4c2e-8d6f-1091bb05fa0d,b06256649,Underway,Finish,Unfinished,0,,2023-09-16 12:21:42
93cc09ec-14f3-441a-b085-709ee9e8f50d,b58878989,Cancel,Unfinished,Unfinished,0,,2023-05-13 01:53:14
b6f02aba-c758-400a-8823-3b2389b23ab4,b64292752,Underway,Finish,Unfinished,0,,2023-03-07 19:48:42
48ebded6-2f36-4cd7-8df9-d82591541df8,b64838281,Underway,Finish,Unfinished,0,,2023-01-11 07:21:43
21bfee3d-591e-4a3b-8f63-a4a5ef13a588,b18980962,Underway,Unfinished,Unfinished,0,,2023-07-21 14:32:22
876eabdd-e9be-4e88-bb3f-a769e7474d2c,b56439742,Underway,Unfinished,Unfinished,0,,2023-07-21 14:32:22
d265cf3b-7619-4d9c-b284-31ef7a5ae091,b27119713,Underway,Finish,Unfinished,0,,2023-02-02 08:47:21
30110c52-20c9-4fed-b811-8b9690b77bda,b40804685,Underway,Unfinished,Unfinished,0,,2023-05-21 14:55:38
fc0fba21-c6c0-4c2d-bd38-c435081a1f4b,b46585960,Underway,Unfinished,Finish,0,,2023-11-25 14:04:58
863755e6-883d-419a-acb5-71031a2514dd,b58174839,Underway,Finish,Unfinished,0,,2022-12-17 22:24:45
3119fa37-16cf-4f20-a4a5-e6caeb48dba7,b70119270,Underway,Finish,Unfinished,0,,2023-03-08 21:42:40
396e59bc-bc44-46fe-ab45-889b04fa0c9c,b93516525,Complete,Finish,Finish,2,Not bad,2023-08-07 22:09:10
9829efec-7625-4817-8c2c-cb4e59ec8b76,b68209806,Underway,Unfinished,Finish,0,,2023-01-31 14:12:16
4ddb38d0-c5ee-4f39-bbd9-dffe5ee59ff7,b06256649,Underway,Unfinished,Unfinished,0,,2023-01-12 06:06:26
1e4aec9b-fc82-4465-868f-117074724859,b65923036,Complete,Finish,Finish,2,,2023-07-31 22:29:41
b5ca07d5-739b-4f37-9b4d-8d7553d86c20,b83594721,Complete,Finish,Finish,3,,2023-01-16 07:45:03
b549456d-1f8f-47c6-a26c-c967acacf35e,b32943596,Underway,Finish,Unfinished,0,,2023-02-18 10:18:09
484a835d-738f-4260-9af5-6abb45c41196,b74101441,Complete,Finish,Finish,4,,2023-11-15 09:42:21
5806f314-1fba-4fa0-b466-f7ef3e6e74b0,b90166470,Cancel,Unfinished,Unfinished,0,,2023-09-20 09:08:11
a2a05b60-a66a-4600-a652-57fe49fcd344,b14180145,Underway,Finish,Unfinished,0,,2023-06-12 20:26:11
7dc3ca64-1e61-41ef-a9df-d91863a152f9,b87500802,Cancel,Unfinished,Unfinished,0,,2023-06-30 03:06:22
1ce86eac-06d4-42dc-8d16-b92a995dbbbf,b62997101,Underway,Unfinished,Unfinished,0,,2023-09-16 12:21:42
786316ec-bb5c-4d4b-89cc-09fbe2c52437,b76675206,Underway,Finish,Unfinished,0,,2023-01-12 04:37:02
a0cbe006-4cb0-4ec9-9ff2-50e480161563,b03545242,Cancel,Finish,Unfinished,0,,2023-02-14 16:30:59
7195ce3f-d7b3-4d36-b5ec-f2022e7922c6,b87248408,Cancel,Unfinished,Finish,0,,2023-01-18 16:04:53
a0e6c75e-0fca-453a-b0ae-3aeeaa0c7839,b92679613,Underway,Unfinished,Unfinished,0,,2023-10-07 19:16:34
3fa94e17-2e8e-43b9-a54c-6177d28df16c,b29980076,Complete,Finish,Finish,2,functional,2023-03-13 03:08:43
af5b08da-72df-4845-8c7b-5f41ac7cb0e6,b54508641,Underway,Finish,Unfinished,0,,2023-07-21 14:32:22
e821977c-a891-45a2-86fe-8ff46daa4e4a,b93516525,Cancel,Finish,Unfinished,0,,2023-09-14 04:32:30
71782107-2b4b-453d-8c92-6e44bf6ee223,b47730822,Cancel,Finish,Unfinished,0,,2023-01-15 16:50:33
bb84143e-cc76-47fa-acd3-3b723d4ec8ed,b62256597,Underway,Finish,Unfinished,0,,2023-05-07 06:06:53
037bfcdc-1c9a-4702-b1ba-e0de4e5d0d18,b02716888,Underway,Unfinished,Unfinished,0,,2023-12-08 15:31:30
e1876bd4-ab44-4e34-ab20-bf9ce00f9216,b52692137,Underway,Unfinished,Unfinished,0,,2023-10-29 23:00:47
7017e803-c206-4798-887e-5a1a569eb5fb,b56439742,Underway,Unfinished,Unfinished,0,,2023-09-08 11:48:19
e92de5ff-868c-477a-8acb-b4aef952ac93,b68174155,Underway,Unfinished,Unfinished,0,,2023-08-07 21:55:11
9c0ca9da-b53c-4e73-bd8d-d3fb173ad00a,b47717281,Cancel,Finish,Unfinished,0,,2023-05-21 11:37:14
b1c32262-f9d7-4247-98c8-745bb37fdd14,b87500802,Underway,Unfinished,Unfinished,0,,2023-05-21 14:55:38
06cbd494-e871-477b-a7c7-db398ef575a3,b58878989,Underway,Unfinished,Unfinished,0,,2023-11-15 09:42:21
95f7a281-7f49-45ae-96cf-a5d573b9db4d,b88409458,Underway,Unfinished,Finish,0,,2023-01-12 04:37:02
098f3aff-320b-41a3-9558-aa264f59df3b,b88409458,Complete,Finish,Finish,4,defective product,2023-06-13 13:10:42
7eb04113-4701-4cfb-b5af-4a46640ca5f7,b62256597,Underway,Unfinished,Finish,0,,2023-07-17 18:57:50
7bf8fc86-2404-4d88-9994-ff6bc0ece957,b74407264,Cancel,Finish,Unfinished,0,,2023-03-06 18:37:03
543036ea-4676-4d47-8c6f-5bd57de66f02,b47717281,Cancel,Unfinished,Finish,0,,2023-07-08 03:03:36
2d894c26-6bf3-4d06-b088-8c2f69c10d71,b10488056,Underway,Finish,Unfinished,0,,2023-02-12 21:42:46
bf0b5a22-238d-4ddd-b1c6-9dabea010fbb,b10673081,Complete,Finish,Finish,3,,2023-08-07 22:09:10
7955f77b-aded-4689-9a61-bcbbb3dad4d0,b47717281,Underway,Finish,Unfinished,0,,2023-11-17 11:29:18
09c14e58-b8cc-4ced-888f-73684d76d733,b93516525,Underway,Finish,Unfinished,0,,2023-01-12 04:37:02
91a87d94-738d-4220-8ea9-6d0a7efaaeb8,b82664252,Underway,Unfinished,Finish,0,,2023-02-12 21:42:46
b7f643a8-4eef-4c63-914e-a0498920a717,b47717281,Underway,Unfinished,Finish,0,,2023-08-07 21:55:11
ef7a2cd7-aa4c-4203-b9d6-bb076bbef76b,b56439742,Underway,Unfinished,Finish,0,,2023-06-30 03:06:22
5fdede53-1dc4-45c7-9a23-8de433008b79,b10673081,Underway,Finish,Unfinished,0,,2023-11-28 23:37:52
bdeee5b4-5890-418f-9cb9-9b70b41a77f1,b93516525,Underway,Unfinished,Unfinished,0,,2023-07-16 13:00:53
1ff0947b-4b77-4f24-9ef2-fc0c153cfc52,b70119270,Underway,Unfinished,Unfinished,0,,2023-11-04 08:40:44
